pelatihan_id,kode_pelatihan,dibuat_oleh_admin_id,jenis_pelatihan_id,status_pelatihan_id,judul_pelatihan,deskripsi_pelatihan,mentor_nama,durasi_jam,total_modul,harga,akses_seumur_hidup,masa_akses_hari,rating_rata_rata,jumlah_alumni,thumbnail_url,syarat_ketentuan,tanggal_publish,is_deleted,deleted_at,archived_at,created_at,updated_at
PLT000226,PLT-2026-00226,ADM000130,JP10,CANCELLED,Customer Service dan Retensi Pelanggan - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait customer service dan retensi pelanggan - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rohman Azzahra,3,4,0,false,180,4.68,183,https://cdn.umkmtumbuh.local/training/plt000226.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-08-03 15:16:29,true,2025-09-02 15:16:29,,2025-07-15 15:16:29,2025-09-14 15:16:29
PLT000227,PLT-2026-00227,ADM000223,JP11,PUBLISHED,Operasional Produksi Efisien - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait operasional produksi efisien - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Agus Anggraini,8,5,0,true,90,4.24,246,https://cdn.umkmtumbuh.local/training/plt000227.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-08-22 08:19:56,false,,,2025-07-21 08:19:56,2025-08-31 08:19:56
PLT000228,PLT-2026-00228,ADM000231,JP12,ONGOING,Branding UMKM dan Pitching - Terapan,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait branding umkm dan pitching - terapan. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Tri Wijayanti,4,5,0,false,180,4.17,574,https://cdn.umkmtumbuh.local/training/plt000228.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-06-08 02:23:01,false,,,2024-05-26 02:23:01,2024-08-17 02:23:01
PLT000229,PLT-2026-00229,ADM000146,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Praktis,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan praktis untuk umkm - praktis secara praktis melalui modul bertahap dan unggahan tugas proyek.,Intan Handayani,7,8,0,false,60,4.84,614,https://cdn.umkmtumbuh.local/training/plt000229.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2026-01-11 06:00:24,false,,,2025-12-03 06:00:24,2026-01-28 06:00:24
PLT000230,PLT-2026-00230,ADM000094,JP02,ONGOING,Strategi Pemasaran Digital - Terapan,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam strategi pemasaran digital - terapan. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Nugroho Wijaya,9,7,0,true,90,4.90,492,https://cdn.umkmtumbuh.local/training/plt000230.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-12-25 18:44:27,false,,,2025-12-07 18:44:27,2026-01-27 18:44:27
PLT000231,PLT-2026-00231,ADM000134,JP03,PUBLISHED,Foto Produk dan Katalog Online - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan foto produk dan katalog online - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Sekar Amalia,6,4,0,true,365,4.83,837,https://cdn.umkmtumbuh.local/training/plt000231.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-02-20 12:54:06,false,,,2025-01-27 12:54:06,2025-04-11 12:54:06
PLT000232,PLT-2026-00232,ADM000241,JP04,ARCHIVED,Legalitas dan Dokumen Usaha - Kelas Proyek,Program pendampingan singkat untuk UMKM yang ingin menerapkan legalitas dan dokumen usaha - kelas proyek secara praktis melalui modul bertahap dan unggahan tugas proyek.,Ilham Ade,8,7,0,true,90,4.73,355,https://cdn.umkmtumbuh.local/training/plt000232.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-06-02 23:49:48,false,,2026-06-21 23:49:48,2025-05-24 23:49:48,2025-07-29 23:49:48
PLT000233,PLT-2026-00233,ADM000121,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Terapan,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait persiapan sertifikasi halal - terapan. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Ari Syakira,6,7,0,false,365,4.26,776,https://cdn.umkmtumbuh.local/training/plt000233.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-12-30 06:33:30,false,,,2024-12-02 06:33:30,2024-12-31 06:33:30
PLT000234,PLT-2026-00234,ADM000190,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Kelas Proyek,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam pembukuan dan harga pokok produksi - kelas proyek. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Suryo Fauziah,7,4,0,false,60,4.28,302,https://cdn.umkmtumbuh.local/training/plt000234.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-07-20 07:02:49,false,,,2025-06-30 07:02:49,2025-10-08 07:02:49
PLT000235,PLT-2026-00235,ADM000179,JP07,ONGOING,Optimasi Marketplace - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait optimasi marketplace - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Darel Widodo,3,5,0,false,60,4.25,913,https://cdn.umkmtumbuh.local/training/plt000235.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-01-13 17:01:43,false,,,2025-12-24 17:01:43,2026-01-25 17:01:43
PLT000236,PLT-2026-00236,ADM000119,JP08,ONGOING,Ekspor Pemula untuk Produk Lokal - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait ekspor pemula untuk produk lokal - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rexy Haryanto,11,7,0,false,60,4.36,947,https://cdn.umkmtumbuh.local/training/plt000236.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-08-29 16:14:08,false,,,2025-08-13 16:14:08,2025-10-28 16:14:08
PLT000237,PLT-2026-00237,ADM000062,JP09,ARCHIVED,Desain Kemasan dan Branding - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait desain kemasan dan branding - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Prabowo Kurniawan,10,6,0,false,180,4.31,178,https://cdn.umkmtumbuh.local/training/plt000237.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-09-13 18:11:52,false,,2025-12-17 18:11:52,2024-08-28 18:11:52,2024-10-05 18:11:52
PLT000238,PLT-2026-00238,ADM000224,JP10,PUBLISHED,Customer Service dan Retensi Pelanggan - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan customer service dan retensi pelanggan - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Khairunnisa Firmansyah,4,5,0,false,90,4.60,191,https://cdn.umkmtumbuh.local/training/plt000238.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-03-31 16:45:25,false,,,2025-03-05 16:45:25,2025-04-04 16:45:25
PLT000239,PLT-2026-00239,ADM000099,JP11,ONGOING,Operasional Produksi Efisien - Intensif,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam operasional produksi efisien - intensif. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Hafizh Ramadhan,5,4,0,false,365,4.56,170,https://cdn.umkmtumbuh.local/training/plt000239.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-04-02 20:02:04,false,,,2024-03-09 20:02:04,2024-06-10 20:02:04
PLT000240,PLT-2026-00240,ADM000091,JP12,ARCHIVED,Branding UMKM dan Pitching - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Nurul Ryannareta,6,7,0,true,60,4.91,357,https://cdn.umkmtumbuh.local/training/plt000240.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-06-04 19:26:15,false,,2026-01-23 19:26:15,2024-05-28 19:26:15,2024-08-05 19:26:15
PLT000241,PLT-2026-00241,ADM000094,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Batch UMKM,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam pembukuan praktis untuk umkm - batch umkm. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Naufan Yusnita,4,4,0,false,30,4.33,301,https://cdn.umkmtumbuh.local/training/plt000241.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-12-14 00:09:08,false,,,2025-11-07 00:09:08,2025-12-25 00:09:08
PLT000242,PLT-2026-00242,ADM000175,JP02,ONGOING,Strategi Pemasaran Digital - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan strategi pemasaran digital - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Sriyono Fadhilah,10,7,0,true,60,4.76,777,https://cdn.umkmtumbuh.local/training/plt000242.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2026-03-27 02:04:09,false,,,2026-02-25 02:04:09,2026-04-28 02:04:09
PLT000243,PLT-2026-00243,ADM000188,JP03,PUBLISHED,Foto Produk dan Katalog Online - Kelas Proyek,Program pendampingan singkat untuk UMKM yang ingin menerapkan foto produk dan katalog online - kelas proyek secara praktis melalui modul bertahap dan unggahan tugas proyek.,Latifah Ramadhani,5,7,0,true,30,4.48,170,https://cdn.umkmtumbuh.local/training/plt000243.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-02-11 03:12:53,false,,,2024-01-21 03:12:53,2024-03-25 03:12:53
PLT000244,PLT-2026-00244,ADM000212,JP04,PUBLISHED,Legalitas dan Dokumen Usaha - Batch UMKM,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait legalitas dan dokumen usaha - batch umkm. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Krisna Anjani,8,6,0,true,180,4.41,558,https://cdn.umkmtumbuh.local/training/plt000244.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2026-01-20 13:05:22,false,,,2026-01-04 13:05:22,2026-03-25 13:05:22
PLT000245,PLT-2026-00245,ADM000026,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan persiapan sertifikasi halal - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Novi Santoso,9,6,0,true,180,4.64,435,https://cdn.umkmtumbuh.local/training/plt000245.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-02-15 11:39:40,false,,,2024-01-07 11:39:40,2024-05-09 11:39:40
PLT000246,PLT-2026-00246,ADM000210,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Terapan,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - terapan secara praktis melalui modul bertahap dan unggahan tugas proyek.,Siti Sari,6,8,0,true,180,4.31,597,https://cdn.umkmtumbuh.local/training/plt000246.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-07-24 16:55:43,false,,,2024-07-19 16:55:43,2024-08-19 16:55:43
PLT000247,PLT-2026-00247,ADM000078,JP07,ONGOING,Optimasi Marketplace - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi optimasi marketplace - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Yusuf Puspita,10,7,0,false,90,4.42,1136,https://cdn.umkmtumbuh.local/training/plt000247.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-07-26 21:46:54,false,,,2024-07-05 21:46:54,2024-08-28 21:46:54
PLT000248,PLT-2026-00248,ADM000075,JP08,ONGOING,Ekspor Pemula untuk Produk Lokal - Kelas Proyek,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam ekspor pemula untuk produk lokal - kelas proyek. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Rizky Aryati,4,5,0,false,180,4.23,523,https://cdn.umkmtumbuh.local/training/plt000248.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-04-23 10:52:35,false,,,2024-04-10 10:52:35,2024-07-22 10:52:35
PLT000249,PLT-2026-00249,ADM000206,JP09,PUBLISHED,Desain Kemasan dan Branding - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait desain kemasan dan branding - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Maya Afifansyah,4,4,0,true,90,4.91,834,https://cdn.umkmtumbuh.local/training/plt000249.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-07-14 22:07:00,false,,,2025-07-04 22:07:00,2025-07-18 22:07:00
PLT000250,PLT-2026-00250,ADM000053,JP10,PUBLISHED,Customer Service dan Retensi Pelanggan - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan customer service dan retensi pelanggan - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Rafi Wicaksono,9,6,0,false,30,4.90,765,https://cdn.umkmtumbuh.local/training/plt000250.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-02-03 14:45:24,false,,,2024-01-15 14:45:24,2024-02-13 14:45:24
PLT000251,PLT-2026-00251,ADM000195,JP11,PUBLISHED,Operasional Produksi Efisien - Praktis,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi operasional produksi efisien - praktis disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Mila Herlambang,10,7,0,false,365,4.31,938,https://cdn.umkmtumbuh.local/training/plt000251.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-04-09 13:21:18,false,,,2025-03-23 13:21:18,2025-05-15 13:21:18
PLT000252,PLT-2026-00252,ADM000156,JP12,PUBLISHED,Branding UMKM dan Pitching - Terapan,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - terapan secara praktis melalui modul bertahap dan unggahan tugas proyek.,Rangga Setyowati,6,8,0,true,60,4.38,254,https://cdn.umkmtumbuh.local/training/plt000252.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2026-05-06 16:56:33,false,,,2026-05-01 16:56:33,2026-06-19 16:56:33
PLT000253,PLT-2026-00253,ADM000001,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Pemula,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi pembukuan praktis untuk umkm - pemula disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Hanif Asih,9,7,0,true,180,4.49,704,https://cdn.umkmtumbuh.local/training/plt000253.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-07-14 11:54:37,false,,,2024-07-07 11:54:37,2024-08-05 11:54:37
PLT000254,PLT-2026-00254,ADM000177,JP02,PUBLISHED,Strategi Pemasaran Digital - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan strategi pemasaran digital - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Nisa Wahyuni,9,8,0,false,60,4.88,481,https://cdn.umkmtumbuh.local/training/plt000254.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-01-18 05:08:59,false,,,2024-12-19 05:08:59,2025-03-23 05:08:59
PLT000255,PLT-2026-00255,ADM000242,JP03,PUBLISHED,Foto Produk dan Katalog Online - Praktis,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam foto produk dan katalog online - praktis. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Yoeke Pramono,7,5,0,true,365,4.61,173,https://cdn.umkmtumbuh.local/training/plt000255.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-12-06 18:34:31,false,,,2025-11-24 18:34:31,2026-02-27 18:34:31
PLT000256,PLT-2026-00256,ADM000211,JP04,PUBLISHED,Legalitas dan Dokumen Usaha - Terapan,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi legalitas dan dokumen usaha - terapan disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Lolo Amin,11,8,0,true,30,4.76,411,https://cdn.umkmtumbuh.local/training/plt000256.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-07-13 15:03:18,false,,,2025-07-07 15:03:18,2025-08-17 15:03:18
PLT000257,PLT-2026-00257,ADM000081,JP05,DRAFT,Persiapan Sertifikasi Halal - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait persiapan sertifikasi halal - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Najma Mahardika,6,8,0,false,365,,0,https://cdn.umkmtumbuh.local/training/plt000257.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,,false,,,2024-12-27 16:29:05,2025-03-16 16:29:05
PLT000258,PLT-2026-00258,ADM000064,JP06,CANCELLED,Pembukuan dan Harga Pokok Produksi - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Taufik Nugraha,6,6,0,true,30,4.62,459,https://cdn.umkmtumbuh.local/training/plt000258.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-03-22 00:23:08,true,2025-04-21 00:23:08,,2025-03-13 00:23:08,2025-06-05 00:23:08
PLT000259,PLT-2026-00259,ADM000139,JP07,ONGOING,Optimasi Marketplace - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan optimasi marketplace - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Ratna Rohmah,5,5,0,false,180,4.63,713,https://cdn.umkmtumbuh.local/training/plt000259.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-11-01 22:24:08,false,,,2025-09-24 22:24:08,2026-01-16 22:24:08
PLT000260,PLT-2026-00260,ADM000226,JP08,PUBLISHED,Ekspor Pemula untuk Produk Lokal - Pemula,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam ekspor pemula untuk produk lokal - pemula. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Salma Pratiwi,8,5,0,false,365,4.87,305,https://cdn.umkmtumbuh.local/training/plt000260.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-11-05 17:59:48,false,,,2025-09-29 17:59:48,2025-12-24 17:59:48
PLT000261,PLT-2026-00261,ADM000230,JP09,PUBLISHED,Desain Kemasan dan Branding - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait desain kemasan dan branding - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Sulastri Kusnadi,8,7,0,true,90,4.61,62,https://cdn.umkmtumbuh.local/training/plt000261.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-08-23 07:44:17,false,,,2024-07-30 07:44:17,2024-11-01 07:44:17
PLT000262,PLT-2026-00262,ADM000064,JP10,CANCELLED,Customer Service dan Retensi Pelanggan - Intensif,Program pendampingan singkat untuk UMKM yang ingin menerapkan customer service dan retensi pelanggan - intensif secara praktis melalui modul bertahap dan unggahan tugas proyek.,Mardiyah Saputra,4,4,0,true,60,4.54,53,https://cdn.umkmtumbuh.local/training/plt000262.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2026-01-10 11:33:31,true,2026-02-09 11:33:31,,2025-12-06 11:33:31,2026-01-10 11:33:31
PLT000263,PLT-2026-00263,ADM000124,JP11,PUBLISHED,Operasional Produksi Efisien - Terapan,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait operasional produksi efisien - terapan. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Suyatno Permata,5,5,0,true,180,4.12,295,https://cdn.umkmtumbuh.local/training/plt000263.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-09-30 18:59:26,false,,,2025-09-11 18:59:26,2025-12-04 18:59:26
PLT000264,PLT-2026-00264,ADM000016,JP12,ONGOING,Branding UMKM dan Pitching - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Puspita Haunan,8,6,0,true,180,4.11,502,https://cdn.umkmtumbuh.local/training/plt000264.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-05-30 16:23:36,false,,,2024-05-17 16:23:36,2024-08-02 16:23:36
PLT000265,PLT-2026-00265,ADM000039,JP01,ARCHIVED,Pembukuan Praktis untuk UMKM - Intensif,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan praktis untuk umkm - intensif secara praktis melalui modul bertahap dan unggahan tugas proyek.,Anisa Hylmi,11,8,0,true,30,4.88,497,https://cdn.umkmtumbuh.local/training/plt000265.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-11-13 18:12:25,false,,2026-06-30 18:12:25,2024-10-10 18:12:25,2024-12-21 18:12:25
PLT000266,PLT-2026-00266,ADM000018,JP02,ONGOING,Strategi Pemasaran Digital - Praktis,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi strategi pemasaran digital - praktis disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Rina Lahadalia,3,4,0,false,365,4.14,965,https://cdn.umkmtumbuh.local/training/plt000266.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-08-26 15:33:43,false,,,2024-08-05 15:33:43,2024-11-20 15:33:43
PLT000267,PLT-2026-00267,ADM000007,JP03,PUBLISHED,Foto Produk dan Katalog Online - Kelas Proyek,Program pendampingan singkat untuk UMKM yang ingin menerapkan foto produk dan katalog online - kelas proyek secara praktis melalui modul bertahap dan unggahan tugas proyek.,Dian Syahputra,8,7,0,false,90,4.39,512,https://cdn.umkmtumbuh.local/training/plt000267.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2026-01-16 13:00:39,false,,,2026-01-10 13:00:39,2026-03-08 13:00:39
PLT000268,PLT-2026-00268,ADM000200,JP04,DRAFT,Legalitas dan Dokumen Usaha - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan legalitas dan dokumen usaha - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Bayu Susanti,3,4,0,false,365,,0,https://cdn.umkmtumbuh.local/training/plt000268.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",,false,,,2024-12-29 16:21:32,2025-03-24 16:21:32
PLT000269,PLT-2026-00269,ADM000144,JP05,ONGOING,Persiapan Sertifikasi Halal - Kelas Proyek,Program pendampingan singkat untuk UMKM yang ingin menerapkan persiapan sertifikasi halal - kelas proyek secara praktis melalui modul bertahap dan unggahan tugas proyek.,Kartika Rachman,5,6,0,true,365,4.19,737,https://cdn.umkmtumbuh.local/training/plt000269.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-09-21 07:58:27,false,,,2024-08-13 07:58:27,2024-11-03 07:58:27
PLT000270,PLT-2026-00270,ADM000145,JP06,ARCHIVED,Pembukuan dan Harga Pokok Produksi - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Galih Utami,7,6,0,false,60,4.73,634,https://cdn.umkmtumbuh.local/training/plt000270.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2026-01-02 10:14:15,false,,2027-03-05 10:14:15,2025-12-04 10:14:15,2026-03-04 10:14:15
PLT000271,PLT-2026-00271,ADM000019,JP07,PUBLISHED,Optimasi Marketplace - Praktis,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi optimasi marketplace - praktis disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Miftah Setiawan,9,7,0,false,30,4.37,154,https://cdn.umkmtumbuh.local/training/plt000271.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-11-30 10:14:38,false,,,2025-11-05 10:14:38,2025-12-26 10:14:38
PLT000272,PLT-2026-00272,ADM000112,JP08,ONGOING,Ekspor Pemula untuk Produk Lokal - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait ekspor pemula untuk produk lokal - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Fauzan Fauzi,11,8,0,true,90,4.41,393,https://cdn.umkmtumbuh.local/training/plt000272.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-05-28 04:05:49,false,,,2024-04-18 04:05:49,2024-07-04 04:05:49
