modul_id,pelatihan_id,urutan_modul,judul_modul,deskripsi_modul,durasi_menit,materi_url,is_preview,status_aktif,created_at
MOD001550,PLT000258,2,2. Biaya tenaga kerja,Pembahasan biaya tenaga kerja menggunakan studi kasus usaha kecil dan template kerja sederhana.,35,https://cdn.umkmtumbuh.local/materi/plt000258/modul-2.pdf,false,false,2025-03-19 00:23:08
MOD001551,PLT000258,3,3. Overhead,Materi praktik tentang overhead dengan contoh penerapan langsung pada UMKM.,42,https://cdn.umkmtumbuh.local/materi/plt000258/modul-3.pdf,false,false,2025-03-19 00:23:08
MOD001552,PLT000258,4,4. Penentuan harga jual,Materi praktik tentang penentuan harga jual dengan contoh penerapan langsung pada UMKM.,49,https://cdn.umkmtumbuh.local/materi/plt000258/modul-4.pdf,false,false,2025-03-19 00:23:08
MOD001553,PLT000258,5,5. Biaya bahan baku,Materi praktik tentang biaya bahan baku dengan contoh penerapan langsung pada UMKM.,56,https://cdn.umkmtumbuh.local/materi/plt000258/modul-5.pdf,false,false,2025-03-19 00:23:08
MOD001554,PLT000258,6,6. Biaya tenaga kerja,Modul biaya tenaga kerja berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,63,https://cdn.umkmtumbuh.local/materi/plt000258/modul-6.pdf,false,false,2025-03-19 00:23:08
MOD001555,PLT000259,1,1. Judul produk,Pembahasan judul produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,70,https://cdn.umkmtumbuh.local/materi/plt000259/modul-1.pdf,true,true,2025-10-29 22:24:08
MOD001556,PLT000259,2,2. Deskripsi SEO,Modul deskripsi seo berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,22,https://cdn.umkmtumbuh.local/materi/plt000259/modul-2.pdf,false,true,2025-10-29 22:24:08
MOD001557,PLT000259,3,3. Voucher dan promosi,Materi praktik tentang voucher dan promosi dengan contoh penerapan langsung pada UMKM.,29,https://cdn.umkmtumbuh.local/materi/plt000259/modul-3.pdf,false,true,2025-10-29 22:24:08
MOD001558,PLT000259,4,4. Manajemen rating,Modul manajemen rating berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,36,https://cdn.umkmtumbuh.local/materi/plt000259/modul-4.pdf,false,true,2025-10-29 22:24:08
MOD001559,PLT000259,5,5. Judul produk,Materi praktik tentang judul produk dengan contoh penerapan langsung pada UMKM.,43,https://cdn.umkmtumbuh.local/materi/plt000259/modul-5.pdf,false,true,2025-10-29 22:24:08
MOD001560,PLT000260,1,1. Kurasi produk ekspor,Pembahasan kurasi produk ekspor menggunakan studi kasus usaha kecil dan template kerja sederhana.,50,https://cdn.umkmtumbuh.local/materi/plt000260/modul-1.pdf,true,true,2025-11-02 17:59:48
MOD001561,PLT000260,2,2. Dokumen ekspor,Pembahasan dokumen ekspor menggunakan studi kasus usaha kecil dan template kerja sederhana.,57,https://cdn.umkmtumbuh.local/materi/plt000260/modul-2.pdf,false,true,2025-11-02 17:59:48
MOD001562,PLT000260,3,3. Kemasan pengiriman,Materi praktik tentang kemasan pengiriman dengan contoh penerapan langsung pada UMKM.,64,https://cdn.umkmtumbuh.local/materi/plt000260/modul-3.pdf,false,true,2025-11-02 17:59:48
MOD001563,PLT000260,4,4. Riset negara tujuan,Modul riset negara tujuan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,71,https://cdn.umkmtumbuh.local/materi/plt000260/modul-4.pdf,false,true,2025-11-02 17:59:48
MOD001564,PLT000260,5,5. Kurasi produk ekspor,Materi praktik tentang kurasi produk ekspor dengan contoh penerapan langsung pada UMKM.,23,https://cdn.umkmtumbuh.local/materi/plt000260/modul-5.pdf,false,true,2025-11-02 17:59:48
MOD001565,PLT000261,1,1. Identitas merek,Materi praktik tentang identitas merek dengan contoh penerapan langsung pada UMKM.,30,https://cdn.umkmtumbuh.local/materi/plt000261/modul-1.pdf,true,true,2024-08-20 07:44:17
MOD001566,PLT000261,2,2. Label produk,Materi praktik tentang label produk dengan contoh penerapan langsung pada UMKM.,37,https://cdn.umkmtumbuh.local/materi/plt000261/modul-2.pdf,false,true,2024-08-20 07:44:17
MOD001567,PLT000261,3,3. Informasi kemasan,Pembahasan informasi kemasan menggunakan studi kasus usaha kecil dan template kerja sederhana.,44,https://cdn.umkmtumbuh.local/materi/plt000261/modul-3.pdf,false,true,2024-08-20 07:44:17
MOD001568,PLT000261,4,4. Mockup kemasan,Pembahasan mockup kemasan menggunakan studi kasus usaha kecil dan template kerja sederhana.,51,https://cdn.umkmtumbuh.local/materi/plt000261/modul-4.pdf,false,true,2024-08-20 07:44:17
MOD001569,PLT000261,5,5. Identitas merek,Materi praktik tentang identitas merek dengan contoh penerapan langsung pada UMKM.,58,https://cdn.umkmtumbuh.local/materi/plt000261/modul-5.pdf,false,true,2024-08-20 07:44:17
MOD001570,PLT000261,6,6. Label produk,Materi praktik tentang label produk dengan contoh penerapan langsung pada UMKM.,65,https://cdn.umkmtumbuh.local/materi/plt000261/modul-6.pdf,false,true,2024-08-20 07:44:17
MOD001571,PLT000261,7,7. Informasi kemasan,Materi praktik tentang informasi kemasan dengan contoh penerapan langsung pada UMKM.,72,https://cdn.umkmtumbuh.local/materi/plt000261/modul-7.pdf,false,true,2024-08-20 07:44:17
MOD001572,PLT000262,1,1. SOP respon pelanggan,Materi praktik tentang sop respon pelanggan dengan contoh penerapan langsung pada UMKM.,24,https://cdn.umkmtumbuh.local/materi/plt000262/modul-1.pdf,true,false,2026-01-07 11:33:31
MOD001573,PLT000262,2,2. Komplain pelanggan,Pembahasan komplain pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,31,https://cdn.umkmtumbuh.local/materi/plt000262/modul-2.pdf,false,false,2026-01-07 11:33:31
MOD001574,PLT000262,3,3. Database pelanggan,Modul database pelanggan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,38,https://cdn.umkmtumbuh.local/materi/plt000262/modul-3.pdf,false,false,2026-01-07 11:33:31
MOD001575,PLT000262,4,4. Program loyalitas,Pembahasan program loyalitas menggunakan studi kasus usaha kecil dan template kerja sederhana.,45,https://cdn.umkmtumbuh.local/materi/plt000262/modul-4.pdf,false,false,2026-01-07 11:33:31
MOD001576,PLT000263,1,1. SOP produksi,Modul sop produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,52,https://cdn.umkmtumbuh.local/materi/plt000263/modul-1.pdf,true,true,2025-09-27 18:59:26
MOD001577,PLT000263,2,2. Kontrol kualitas,Materi praktik tentang kontrol kualitas dengan contoh penerapan langsung pada UMKM.,59,https://cdn.umkmtumbuh.local/materi/plt000263/modul-2.pdf,false,true,2025-09-27 18:59:26
MOD001578,PLT000263,3,3. Stok bahan baku,Modul stok bahan baku berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,66,https://cdn.umkmtumbuh.local/materi/plt000263/modul-3.pdf,false,true,2025-09-27 18:59:26
MOD001579,PLT000263,4,4. Pengurangan waste,Pembahasan pengurangan waste menggunakan studi kasus usaha kecil dan template kerja sederhana.,73,https://cdn.umkmtumbuh.local/materi/plt000263/modul-4.pdf,false,true,2025-09-27 18:59:26
MOD001580,PLT000263,5,5. SOP produksi,Modul sop produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,25,https://cdn.umkmtumbuh.local/materi/plt000263/modul-5.pdf,false,true,2025-09-27 18:59:26
MOD001581,PLT000264,1,1. Storytelling usaha,Materi praktik tentang storytelling usaha dengan contoh penerapan langsung pada UMKM.,32,https://cdn.umkmtumbuh.local/materi/plt000264/modul-1.pdf,true,true,2024-05-27 16:23:36
MOD001582,PLT000264,2,2. Unique selling point,Materi praktik tentang unique selling point dengan contoh penerapan langsung pada UMKM.,39,https://cdn.umkmtumbuh.local/materi/plt000264/modul-2.pdf,false,true,2024-05-27 16:23:36
MOD001583,PLT000264,3,3. Pitch deck,Modul pitch deck berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,46,https://cdn.umkmtumbuh.local/materi/plt000264/modul-3.pdf,false,true,2024-05-27 16:23:36
MOD001584,PLT000264,4,4. Simulasi presentasi,Materi praktik tentang simulasi presentasi dengan contoh penerapan langsung pada UMKM.,53,https://cdn.umkmtumbuh.local/materi/plt000264/modul-4.pdf,false,true,2024-05-27 16:23:36
MOD001585,PLT000264,5,5. Storytelling usaha,Modul storytelling usaha berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,60,https://cdn.umkmtumbuh.local/materi/plt000264/modul-5.pdf,false,true,2024-05-27 16:23:36
MOD001586,PLT000264,6,6. Unique selling point,Materi praktik tentang unique selling point dengan contoh penerapan langsung pada UMKM.,67,https://cdn.umkmtumbuh.local/materi/plt000264/modul-6.pdf,false,true,2024-05-27 16:23:36
MOD001587,PLT000265,1,1. Dasar arus kas,Modul dasar arus kas berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,74,https://cdn.umkmtumbuh.local/materi/plt000265/modul-1.pdf,true,true,2024-11-10 18:12:25
MOD001588,PLT000265,2,2. Pencatatan transaksi harian,Materi praktik tentang pencatatan transaksi harian dengan contoh penerapan langsung pada UMKM.,26,https://cdn.umkmtumbuh.local/materi/plt000265/modul-2.pdf,false,true,2024-11-10 18:12:25
MOD001589,PLT000265,3,3. Laporan laba rugi sederhana,Materi praktik tentang laporan laba rugi sederhana dengan contoh penerapan langsung pada UMKM.,33,https://cdn.umkmtumbuh.local/materi/plt000265/modul-3.pdf,false,true,2024-11-10 18:12:25
MOD001590,PLT000265,4,4. Evaluasi margin usaha,Materi praktik tentang evaluasi margin usaha dengan contoh penerapan langsung pada UMKM.,40,https://cdn.umkmtumbuh.local/materi/plt000265/modul-4.pdf,false,true,2024-11-10 18:12:25
MOD001591,PLT000265,5,5. Dasar arus kas,Pembahasan dasar arus kas menggunakan studi kasus usaha kecil dan template kerja sederhana.,47,https://cdn.umkmtumbuh.local/materi/plt000265/modul-5.pdf,false,true,2024-11-10 18:12:25
MOD001592,PLT000265,6,6. Pencatatan transaksi harian,Pembahasan pencatatan transaksi harian menggunakan studi kasus usaha kecil dan template kerja sederhana.,54,https://cdn.umkmtumbuh.local/materi/plt000265/modul-6.pdf,false,true,2024-11-10 18:12:25
MOD001593,PLT000265,7,7. Laporan laba rugi sederhana,Pembahasan laporan laba rugi sederhana menggunakan studi kasus usaha kecil dan template kerja sederhana.,61,https://cdn.umkmtumbuh.local/materi/plt000265/modul-7.pdf,false,true,2024-11-10 18:12:25
MOD001594,PLT000265,8,8. Evaluasi margin usaha,Modul evaluasi margin usaha berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,68,https://cdn.umkmtumbuh.local/materi/plt000265/modul-8.pdf,false,true,2024-11-10 18:12:25
MOD001595,PLT000266,1,1. Segmentasi pelanggan,Pembahasan segmentasi pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,20,https://cdn.umkmtumbuh.local/materi/plt000266/modul-1.pdf,true,true,2024-08-23 15:33:43
MOD001596,PLT000266,2,2. Konten Instagram dan TikTok,Modul konten instagram dan tiktok berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,27,https://cdn.umkmtumbuh.local/materi/plt000266/modul-2.pdf,false,true,2024-08-23 15:33:43
MOD001597,PLT000266,3,3. Kalender promosi,Materi praktik tentang kalender promosi dengan contoh penerapan langsung pada UMKM.,34,https://cdn.umkmtumbuh.local/materi/plt000266/modul-3.pdf,false,true,2024-08-23 15:33:43
MOD001598,PLT000266,4,4. Evaluasi metrik kampanye,Materi praktik tentang evaluasi metrik kampanye dengan contoh penerapan langsung pada UMKM.,41,https://cdn.umkmtumbuh.local/materi/plt000266/modul-4.pdf,false,true,2024-08-23 15:33:43
MOD001599,PLT000267,1,1. Pencahayaan dasar,Pembahasan pencahayaan dasar menggunakan studi kasus usaha kecil dan template kerja sederhana.,48,https://cdn.umkmtumbuh.local/materi/plt000267/modul-1.pdf,true,true,2026-01-13 13:00:39
MOD001600,PLT000267,2,2. Angle foto produk,Pembahasan angle foto produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,55,https://cdn.umkmtumbuh.local/materi/plt000267/modul-2.pdf,false,true,2026-01-13 13:00:39
MOD001601,PLT000267,3,3. Editing ringan,Pembahasan editing ringan menggunakan studi kasus usaha kecil dan template kerja sederhana.,62,https://cdn.umkmtumbuh.local/materi/plt000267/modul-3.pdf,false,true,2026-01-13 13:00:39
MOD001602,PLT000267,4,4. Katalog marketplace,Materi praktik tentang katalog marketplace dengan contoh penerapan langsung pada UMKM.,69,https://cdn.umkmtumbuh.local/materi/plt000267/modul-4.pdf,false,true,2026-01-13 13:00:39
MOD001603,PLT000267,5,5. Pencahayaan dasar,Modul pencahayaan dasar berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,21,https://cdn.umkmtumbuh.local/materi/plt000267/modul-5.pdf,false,true,2026-01-13 13:00:39
MOD001604,PLT000267,6,6. Angle foto produk,Materi praktik tentang angle foto produk dengan contoh penerapan langsung pada UMKM.,28,https://cdn.umkmtumbuh.local/materi/plt000267/modul-6.pdf,false,true,2026-01-13 13:00:39
MOD001605,PLT000267,7,7. Editing ringan,Modul editing ringan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,35,https://cdn.umkmtumbuh.local/materi/plt000267/modul-7.pdf,false,true,2026-01-13 13:00:39
MOD001606,PLT000268,1,1. NIB dan OSS,Modul nib dan oss berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,42,https://cdn.umkmtumbuh.local/materi/plt000268/modul-1.pdf,true,true,2025-02-01 16:21:32
MOD001607,PLT000268,2,2. NPWP usaha,Modul npwp usaha berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,49,https://cdn.umkmtumbuh.local/materi/plt000268/modul-2.pdf,false,true,2025-02-01 16:21:32
MOD001608,PLT000268,3,3. Merek dagang,Materi praktik tentang merek dagang dengan contoh penerapan langsung pada UMKM.,56,https://cdn.umkmtumbuh.local/materi/plt000268/modul-3.pdf,false,true,2025-02-01 16:21:32
MOD001609,PLT000268,4,4. Dokumen administrasi,Pembahasan dokumen administrasi menggunakan studi kasus usaha kecil dan template kerja sederhana.,63,https://cdn.umkmtumbuh.local/materi/plt000268/modul-4.pdf,false,true,2025-02-01 16:21:32
MOD001610,PLT000269,1,1. Kebijakan halal,Materi praktik tentang kebijakan halal dengan contoh penerapan langsung pada UMKM.,70,https://cdn.umkmtumbuh.local/materi/plt000269/modul-1.pdf,true,true,2024-09-18 07:58:27
MOD001611,PLT000269,2,2. Alur produksi,Pembahasan alur produksi menggunakan studi kasus usaha kecil dan template kerja sederhana.,22,https://cdn.umkmtumbuh.local/materi/plt000269/modul-2.pdf,false,true,2024-09-18 07:58:27
MOD001612,PLT000269,3,3. Bahan dan pemasok,Materi praktik tentang bahan dan pemasok dengan contoh penerapan langsung pada UMKM.,29,https://cdn.umkmtumbuh.local/materi/plt000269/modul-3.pdf,false,true,2024-09-18 07:58:27
MOD001613,PLT000269,4,4. Dokumen SJPH,Modul dokumen sjph berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,36,https://cdn.umkmtumbuh.local/materi/plt000269/modul-4.pdf,false,true,2024-09-18 07:58:27
MOD001614,PLT000269,5,5. Kebijakan halal,Pembahasan kebijakan halal menggunakan studi kasus usaha kecil dan template kerja sederhana.,43,https://cdn.umkmtumbuh.local/materi/plt000269/modul-5.pdf,false,true,2024-09-18 07:58:27
MOD001615,PLT000269,6,6. Alur produksi,Modul alur produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,50,https://cdn.umkmtumbuh.local/materi/plt000269/modul-6.pdf,false,true,2024-09-18 07:58:27
MOD001616,PLT000270,1,1. Biaya bahan baku,Modul biaya bahan baku berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,57,https://cdn.umkmtumbuh.local/materi/plt000270/modul-1.pdf,true,true,2025-12-30 10:14:15
MOD001617,PLT000270,2,2. Biaya tenaga kerja,Materi praktik tentang biaya tenaga kerja dengan contoh penerapan langsung pada UMKM.,64,https://cdn.umkmtumbuh.local/materi/plt000270/modul-2.pdf,false,true,2025-12-30 10:14:15
MOD001618,PLT000270,3,3. Overhead,Pembahasan overhead menggunakan studi kasus usaha kecil dan template kerja sederhana.,71,https://cdn.umkmtumbuh.local/materi/plt000270/modul-3.pdf,false,true,2025-12-30 10:14:15
MOD001619,PLT000270,4,4. Penentuan harga jual,Modul penentuan harga jual berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,23,https://cdn.umkmtumbuh.local/materi/plt000270/modul-4.pdf,false,true,2025-12-30 10:14:15
MOD001620,PLT000270,5,5. Biaya bahan baku,Materi praktik tentang biaya bahan baku dengan contoh penerapan langsung pada UMKM.,30,https://cdn.umkmtumbuh.local/materi/plt000270/modul-5.pdf,false,true,2025-12-30 10:14:15
MOD001621,PLT000270,6,6. Biaya tenaga kerja,Modul biaya tenaga kerja berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,37,https://cdn.umkmtumbuh.local/materi/plt000270/modul-6.pdf,false,true,2025-12-30 10:14:15
MOD001622,PLT000271,1,1. Judul produk,Pembahasan judul produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,44,https://cdn.umkmtumbuh.local/materi/plt000271/modul-1.pdf,true,true,2025-11-27 10:14:38
MOD001623,PLT000271,2,2. Deskripsi SEO,Modul deskripsi seo berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,51,https://cdn.umkmtumbuh.local/materi/plt000271/modul-2.pdf,false,true,2025-11-27 10:14:38
MOD001624,PLT000271,3,3. Voucher dan promosi,Modul voucher dan promosi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,58,https://cdn.umkmtumbuh.local/materi/plt000271/modul-3.pdf,false,true,2025-11-27 10:14:38
MOD001625,PLT000271,4,4. Manajemen rating,Modul manajemen rating berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,65,https://cdn.umkmtumbuh.local/materi/plt000271/modul-4.pdf,false,true,2025-11-27 10:14:38
MOD001626,PLT000271,5,5. Judul produk,Modul judul produk berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,72,https://cdn.umkmtumbuh.local/materi/plt000271/modul-5.pdf,false,true,2025-11-27 10:14:38
MOD001627,PLT000271,6,6. Deskripsi SEO,Pembahasan deskripsi seo menggunakan studi kasus usaha kecil dan template kerja sederhana.,24,https://cdn.umkmtumbuh.local/materi/plt000271/modul-6.pdf,false,true,2025-11-27 10:14:38
MOD001628,PLT000271,7,7. Voucher dan promosi,Materi praktik tentang voucher dan promosi dengan contoh penerapan langsung pada UMKM.,31,https://cdn.umkmtumbuh.local/materi/plt000271/modul-7.pdf,false,true,2025-11-27 10:14:38
MOD001629,PLT000272,1,1. Kurasi produk ekspor,Modul kurasi produk ekspor berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,38,https://cdn.umkmtumbuh.local/materi/plt000272/modul-1.pdf,true,true,2024-05-25 04:05:49
MOD001630,PLT000272,2,2. Dokumen ekspor,Modul dokumen ekspor berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,45,https://cdn.umkmtumbuh.local/materi/plt000272/modul-2.pdf,false,true,2024-05-25 04:05:49
MOD001631,PLT000272,3,3. Kemasan pengiriman,Pembahasan kemasan pengiriman menggunakan studi kasus usaha kecil dan template kerja sederhana.,52,https://cdn.umkmtumbuh.local/materi/plt000272/modul-3.pdf,false,true,2024-05-25 04:05:49
MOD001632,PLT000272,4,4. Riset negara tujuan,Modul riset negara tujuan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,59,https://cdn.umkmtumbuh.local/materi/plt000272/modul-4.pdf,false,true,2024-05-25 04:05:49
MOD001633,PLT000272,5,5. Kurasi produk ekspor,Materi praktik tentang kurasi produk ekspor dengan contoh penerapan langsung pada UMKM.,66,https://cdn.umkmtumbuh.local/materi/plt000272/modul-5.pdf,false,true,2024-05-25 04:05:49
MOD001634,PLT000272,6,6. Dokumen ekspor,Pembahasan dokumen ekspor menggunakan studi kasus usaha kecil dan template kerja sederhana.,73,https://cdn.umkmtumbuh.local/materi/plt000272/modul-6.pdf,false,true,2024-05-25 04:05:49
MOD001635,PLT000272,7,7. Kemasan pengiriman,Modul kemasan pengiriman berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,25,https://cdn.umkmtumbuh.local/materi/plt000272/modul-7.pdf,false,true,2024-05-25 04:05:49
MOD001636,PLT000272,8,8. Riset negara tujuan,Modul riset negara tujuan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,32,https://cdn.umkmtumbuh.local/materi/plt000272/modul-8.pdf,false,true,2024-05-25 04:05:49
MOD001637,PLT000273,1,1. Identitas merek,Pembahasan identitas merek menggunakan studi kasus usaha kecil dan template kerja sederhana.,39,https://cdn.umkmtumbuh.local/materi/plt000273/modul-1.pdf,true,true,2024-06-17 08:01:25
MOD001638,PLT000273,2,2. Label produk,Pembahasan label produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,46,https://cdn.umkmtumbuh.local/materi/plt000273/modul-2.pdf,false,true,2024-06-17 08:01:25
MOD001639,PLT000273,3,3. Informasi kemasan,Materi praktik tentang informasi kemasan dengan contoh penerapan langsung pada UMKM.,53,https://cdn.umkmtumbuh.local/materi/plt000273/modul-3.pdf,false,true,2024-06-17 08:01:25
MOD001640,PLT000273,4,4. Mockup kemasan,Materi praktik tentang mockup kemasan dengan contoh penerapan langsung pada UMKM.,60,https://cdn.umkmtumbuh.local/materi/plt000273/modul-4.pdf,false,true,2024-06-17 08:01:25
MOD001641,PLT000273,5,5. Identitas merek,Materi praktik tentang identitas merek dengan contoh penerapan langsung pada UMKM.,67,https://cdn.umkmtumbuh.local/materi/plt000273/modul-5.pdf,false,true,2024-06-17 08:01:25
MOD001642,PLT000274,1,1. SOP respon pelanggan,Materi praktik tentang sop respon pelanggan dengan contoh penerapan langsung pada UMKM.,74,https://cdn.umkmtumbuh.local/materi/plt000274/modul-1.pdf,true,true,2025-05-12 16:36:51
MOD001643,PLT000274,2,2. Komplain pelanggan,Pembahasan komplain pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,26,https://cdn.umkmtumbuh.local/materi/plt000274/modul-2.pdf,false,true,2025-05-12 16:36:51
MOD001644,PLT000274,3,3. Database pelanggan,Pembahasan database pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,33,https://cdn.umkmtumbuh.local/materi/plt000274/modul-3.pdf,false,true,2025-05-12 16:36:51
MOD001645,PLT000274,4,4. Program loyalitas,Modul program loyalitas berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,40,https://cdn.umkmtumbuh.local/materi/plt000274/modul-4.pdf,false,true,2025-05-12 16:36:51
MOD001646,PLT000274,5,5. SOP respon pelanggan,Materi praktik tentang sop respon pelanggan dengan contoh penerapan langsung pada UMKM.,47,https://cdn.umkmtumbuh.local/materi/plt000274/modul-5.pdf,false,true,2025-05-12 16:36:51
MOD001647,PLT000274,6,6. Komplain pelanggan,Pembahasan komplain pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,54,https://cdn.umkmtumbuh.local/materi/plt000274/modul-6.pdf,false,true,2025-05-12 16:36:51
MOD001648,PLT000275,1,1. SOP produksi,Modul sop produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,61,https://cdn.umkmtumbuh.local/materi/plt000275/modul-1.pdf,true,true,2025-06-15 08:11:55
MOD001649,PLT000275,2,2. Kontrol kualitas,Materi praktik tentang kontrol kualitas dengan contoh penerapan langsung pada UMKM.,68,https://cdn.umkmtumbuh.local/materi/plt000275/modul-2.pdf,false,true,2025-06-15 08:11:55
MOD001650,PLT000275,3,3. Stok bahan baku,Pembahasan stok bahan baku menggunakan studi kasus usaha kecil dan template kerja sederhana.,20,https://cdn.umkmtumbuh.local/materi/plt000275/modul-3.pdf,false,true,2025-06-15 08:11:55
MOD001651,PLT000275,4,4. Pengurangan waste,Pembahasan pengurangan waste menggunakan studi kasus usaha kecil dan template kerja sederhana.,27,https://cdn.umkmtumbuh.local/materi/plt000275/modul-4.pdf,false,true,2025-06-15 08:11:55
MOD001652,PLT000275,5,5. SOP produksi,Materi praktik tentang sop produksi dengan contoh penerapan langsung pada UMKM.,34,https://cdn.umkmtumbuh.local/materi/plt000275/modul-5.pdf,false,true,2025-06-15 08:11:55
MOD001653,PLT000276,1,1. Storytelling usaha,Pembahasan storytelling usaha menggunakan studi kasus usaha kecil dan template kerja sederhana.,41,https://cdn.umkmtumbuh.local/materi/plt000276/modul-1.pdf,true,true,2025-06-12 07:48:16
MOD001654,PLT000276,2,2. Unique selling point,Materi praktik tentang unique selling point dengan contoh penerapan langsung pada UMKM.,48,https://cdn.umkmtumbuh.local/materi/plt000276/modul-2.pdf,false,true,2025-06-12 07:48:16
MOD001655,PLT000276,3,3. Pitch deck,Pembahasan pitch deck menggunakan studi kasus usaha kecil dan template kerja sederhana.,55,https://cdn.umkmtumbuh.local/materi/plt000276/modul-3.pdf,false,true,2025-06-12 07:48:16
MOD001656,PLT000276,4,4. Simulasi presentasi,Pembahasan simulasi presentasi menggunakan studi kasus usaha kecil dan template kerja sederhana.,62,https://cdn.umkmtumbuh.local/materi/plt000276/modul-4.pdf,false,true,2025-06-12 07:48:16
MOD001657,PLT000277,1,1. Dasar arus kas,Pembahasan dasar arus kas menggunakan studi kasus usaha kecil dan template kerja sederhana.,69,https://cdn.umkmtumbuh.local/materi/plt000277/modul-1.pdf,true,true,2025-08-12 14:40:51
MOD001658,PLT000277,2,2. Pencatatan transaksi harian,Pembahasan pencatatan transaksi harian menggunakan studi kasus usaha kecil dan template kerja sederhana.,21,https://cdn.umkmtumbuh.local/materi/plt000277/modul-2.pdf,false,true,2025-08-12 14:40:51
MOD001659,PLT000277,3,3. Laporan laba rugi sederhana,Materi praktik tentang laporan laba rugi sederhana dengan contoh penerapan langsung pada UMKM.,28,https://cdn.umkmtumbuh.local/materi/plt000277/modul-3.pdf,false,true,2025-08-12 14:40:51
MOD001660,PLT000277,4,4. Evaluasi margin usaha,Materi praktik tentang evaluasi margin usaha dengan contoh penerapan langsung pada UMKM.,35,https://cdn.umkmtumbuh.local/materi/plt000277/modul-4.pdf,false,true,2025-08-12 14:40:51
MOD001661,PLT000277,5,5. Dasar arus kas,Materi praktik tentang dasar arus kas dengan contoh penerapan langsung pada UMKM.,42,https://cdn.umkmtumbuh.local/materi/plt000277/modul-5.pdf,false,true,2025-08-12 14:40:51
MOD001662,PLT000277,6,6. Pencatatan transaksi harian,Materi praktik tentang pencatatan transaksi harian dengan contoh penerapan langsung pada UMKM.,49,https://cdn.umkmtumbuh.local/materi/plt000277/modul-6.pdf,false,true,2025-08-12 14:40:51
MOD001663,PLT000278,1,1. Segmentasi pelanggan,Materi praktik tentang segmentasi pelanggan dengan contoh penerapan langsung pada UMKM.,56,https://cdn.umkmtumbuh.local/materi/plt000278/modul-1.pdf,true,true,2024-09-15 12:47:15
MOD001664,PLT000278,2,2. Konten Instagram dan TikTok,Modul konten instagram dan tiktok berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,63,https://cdn.umkmtumbuh.local/materi/plt000278/modul-2.pdf,false,true,2024-09-15 12:47:15
MOD001665,PLT000278,3,3. Kalender promosi,Pembahasan kalender promosi menggunakan studi kasus usaha kecil dan template kerja sederhana.,70,https://cdn.umkmtumbuh.local/materi/plt000278/modul-3.pdf,false,true,2024-09-15 12:47:15
