assignment_id,pelatihan_id,judul_assignment,deskripsi_assignment,instruksi_submission,due_days_after_enroll,status_aktif,created_at
ASN000405,PLT000202,SOP customer service,Tugas proyek: SOP customer service. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000406,PLT000203,SOP produksi harian,Project file-upload: SOP produksi harian. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",14,true,2024-01-15 08:00:00
ASN000407,PLT000204,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000408,PLT000205,Template pembukuan sederhana,Tugas proyek: Template pembukuan sederhana. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000409,PLT000206,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",17,true,2024-01-18 08:00:00
ASN000410,PLT000206,Laporan evaluasi kampanye digital,Tugas proyek: Laporan evaluasi kampanye digital. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",22,true,2024-01-23 08:00:00
ASN000411,PLT000207,Portofolio foto produk,"Studi kasus terapan: Portofolio foto produk. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000412,PLT000208,Checklist legalitas usaha,Tugas proyek: Checklist legalitas usaha. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",14,true,2024-01-15 08:00:00
ASN000413,PLT000209,Dokumen bahan dan pemasok,Tugas proyek: Dokumen bahan dan pemasok. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",18,true,2024-01-19 08:00:00
ASN000414,PLT000209,Draft manual halal sederhana,"Studi kasus terapan: Draft manual halal sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",24,true,2024-01-25 08:00:00
ASN000415,PLT000209,Dokumen bahan dan pemasok,Project file-upload: Dokumen bahan dan pemasok. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",25,true,2024-01-26 08:00:00
ASN000416,PLT000210,Perhitungan HPP produk utama,"Studi kasus terapan: Perhitungan HPP produk utama. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",17,true,2024-01-18 08:00:00
ASN000417,PLT000210,Simulasi harga jual dan margin,"Studi kasus terapan: Simulasi harga jual dan margin. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",20,true,2024-01-21 08:00:00
ASN000418,PLT000210,Perhitungan HPP produk utama,Project file-upload: Perhitungan HPP produk utama. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",22,true,2024-01-23 08:00:00
ASN000419,PLT000211,Audit toko marketplace,Tugas proyek: Audit toko marketplace. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",15,true,2024-01-16 08:00:00
ASN000420,PLT000211,Rencana optimasi listing produk,Tugas proyek: Rencana optimasi listing produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",21,true,2024-01-22 08:00:00
ASN000421,PLT000212,Pitch deck produk ekspor,"Studi kasus terapan: Pitch deck produk ekspor. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",16,true,2024-01-17 08:00:00
ASN000422,PLT000212,Rencana ekspor pemula,"Studi kasus terapan: Rencana ekspor pemula. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",22,true,2024-01-23 08:00:00
ASN000423,PLT000213,Mockup desain kemasan,Project file-upload: Mockup desain kemasan. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",12,true,2024-01-13 08:00:00
ASN000424,PLT000213,Brand guideline sederhana,"Studi kasus terapan: Brand guideline sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",21,true,2024-01-22 08:00:00
ASN000425,PLT000214,SOP customer service,Project file-upload: SOP customer service. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",12,true,2024-01-13 08:00:00
ASN000426,PLT000215,SOP produksi harian,"Studi kasus terapan: SOP produksi harian. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",16,true,2024-01-17 08:00:00
ASN000427,PLT000216,Pitch deck UMKM,Project file-upload: Pitch deck UMKM. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",15,true,2024-01-16 08:00:00
ASN000428,PLT000216,Video pendek pitching usaha,"Studi kasus terapan: Video pendek pitching usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",22,true,2024-01-23 08:00:00
ASN000429,PLT000216,Pitch deck UMKM,"Studi kasus terapan: Pitch deck UMKM. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",29,true,2024-01-30 08:00:00
ASN000430,PLT000217,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",12,true,2024-01-13 08:00:00
ASN000431,PLT000217,Analisis laba rugi satu bulan,Project file-upload: Analisis laba rugi satu bulan. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",20,true,2024-01-21 08:00:00
ASN000432,PLT000218,Rencana konten 14 hari,Tugas proyek: Rencana konten 14 hari. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",19,true,2024-01-20 08:00:00
ASN000433,PLT000218,Laporan evaluasi kampanye digital,Project file-upload: Laporan evaluasi kampanye digital. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000434,PLT000218,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",28,true,2024-01-29 08:00:00
ASN000435,PLT000219,Portofolio foto produk,Project file-upload: Portofolio foto produk. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",13,true,2024-01-14 08:00:00
ASN000436,PLT000219,Katalog digital siap unggah,Project file-upload: Katalog digital siap unggah. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",22,true,2024-01-23 08:00:00
ASN000437,PLT000219,Portofolio foto produk,Project file-upload: Portofolio foto produk. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",22,true,2024-01-23 08:00:00
ASN000438,PLT000220,Checklist legalitas usaha,Project file-upload: Checklist legalitas usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",15,true,2024-01-16 08:00:00
ASN000439,PLT000221,Dokumen bahan dan pemasok,Project file-upload: Dokumen bahan dan pemasok. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",19,true,2024-01-20 08:00:00
ASN000440,PLT000221,Draft manual halal sederhana,"Studi kasus terapan: Draft manual halal sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",24,true,2024-01-25 08:00:00
ASN000441,PLT000222,Perhitungan HPP produk utama,"Studi kasus terapan: Perhitungan HPP produk utama. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",13,true,2024-01-14 08:00:00
ASN000442,PLT000223,Audit toko marketplace,"Studi kasus terapan: Audit toko marketplace. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",19,true,2024-01-20 08:00:00
ASN000443,PLT000223,Rencana optimasi listing produk,Project file-upload: Rencana optimasi listing produk. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",20,true,2024-01-21 08:00:00
ASN000444,PLT000224,Pitch deck produk ekspor,"Studi kasus terapan: Pitch deck produk ekspor. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",12,true,2024-01-13 08:00:00
ASN000445,PLT000224,Rencana ekspor pemula,Project file-upload: Rencana ekspor pemula. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",17,true,2024-01-18 08:00:00
ASN000446,PLT000224,Pitch deck produk ekspor,Tugas proyek: Pitch deck produk ekspor. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",26,true,2024-01-27 08:00:00
ASN000447,PLT000225,Mockup desain kemasan,Project file-upload: Mockup desain kemasan. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",17,true,2024-01-18 08:00:00
ASN000448,PLT000225,Brand guideline sederhana,"Studi kasus terapan: Brand guideline sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",23,true,2024-01-24 08:00:00
ASN000449,PLT000226,SOP customer service,"Studi kasus terapan: SOP customer service. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",15,true,2024-01-16 08:00:00
ASN000450,PLT000226,Simulasi penanganan komplain,Project file-upload: Simulasi penanganan komplain. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",21,true,2024-01-22 08:00:00
ASN000451,PLT000227,SOP produksi harian,Tugas proyek: SOP produksi harian. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",12,true,2024-01-13 08:00:00
ASN000452,PLT000227,Laporan perbaikan proses,Project file-upload: Laporan perbaikan proses. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",21,true,2024-01-22 08:00:00
ASN000453,PLT000227,SOP produksi harian,Tugas proyek: SOP produksi harian. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",23,true,2024-01-24 08:00:00
ASN000454,PLT000228,Pitch deck UMKM,"Studi kasus terapan: Pitch deck UMKM. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",15,true,2024-01-16 08:00:00
ASN000455,PLT000229,Template pembukuan sederhana,Project file-upload: Template pembukuan sederhana. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",14,true,2024-01-15 08:00:00
ASN000456,PLT000230,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000457,PLT000231,Portofolio foto produk,Project file-upload: Portofolio foto produk. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000458,PLT000231,Katalog digital siap unggah,Tugas proyek: Katalog digital siap unggah. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",17,true,2024-01-18 08:00:00
ASN000459,PLT000231,Portofolio foto produk,"Studi kasus terapan: Portofolio foto produk. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",28,true,2024-01-29 08:00:00
ASN000460,PLT000232,Checklist legalitas usaha,"Studi kasus terapan: Checklist legalitas usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000461,PLT000232,Draft dokumen administrasi,Project file-upload: Draft dokumen administrasi. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",23,true,2024-01-24 08:00:00
ASN000462,PLT000232,Checklist legalitas usaha,Project file-upload: Checklist legalitas usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",24,true,2024-01-25 08:00:00
ASN000463,PLT000233,Dokumen bahan dan pemasok,"Studi kasus terapan: Dokumen bahan dan pemasok. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",12,true,2024-01-13 08:00:00
ASN000464,PLT000234,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",12,true,2024-01-13 08:00:00
ASN000465,PLT000235,Audit toko marketplace,Tugas proyek: Audit toko marketplace. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",12,true,2024-01-13 08:00:00
ASN000466,PLT000236,Pitch deck produk ekspor,"Studi kasus terapan: Pitch deck produk ekspor. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",12,true,2024-01-13 08:00:00
ASN000467,PLT000236,Rencana ekspor pemula,Tugas proyek: Rencana ekspor pemula. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",22,true,2024-01-23 08:00:00
ASN000468,PLT000237,Mockup desain kemasan,"Studi kasus terapan: Mockup desain kemasan. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",12,true,2024-01-13 08:00:00
ASN000469,PLT000237,Brand guideline sederhana,Project file-upload: Brand guideline sederhana. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",24,true,2024-01-25 08:00:00
ASN000470,PLT000237,Mockup desain kemasan,Tugas proyek: Mockup desain kemasan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",29,true,2024-01-30 08:00:00
ASN000471,PLT000238,SOP customer service,"Studi kasus terapan: SOP customer service. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000472,PLT000238,Simulasi penanganan komplain,"Studi kasus terapan: Simulasi penanganan komplain. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",24,true,2024-01-25 08:00:00
ASN000473,PLT000238,SOP customer service,"Studi kasus terapan: SOP customer service. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",28,true,2024-01-29 08:00:00
ASN000474,PLT000239,SOP produksi harian,Tugas proyek: SOP produksi harian. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",16,true,2024-01-17 08:00:00
ASN000475,PLT000239,Laporan perbaikan proses,Project file-upload: Laporan perbaikan proses. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",20,true,2024-01-21 08:00:00
ASN000476,PLT000239,SOP produksi harian,Project file-upload: SOP produksi harian. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",23,true,2024-01-24 08:00:00
ASN000477,PLT000240,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",13,true,2024-01-14 08:00:00
ASN000478,PLT000240,Video pendek pitching usaha,Project file-upload: Video pendek pitching usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",20,true,2024-01-21 08:00:00
ASN000479,PLT000240,Pitch deck UMKM,"Studi kasus terapan: Pitch deck UMKM. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",28,true,2024-01-29 08:00:00
ASN000480,PLT000241,Template pembukuan sederhana,Tugas proyek: Template pembukuan sederhana. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000481,PLT000241,Analisis laba rugi satu bulan,"Studi kasus terapan: Analisis laba rugi satu bulan. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",23,true,2024-01-24 08:00:00
ASN000482,PLT000242,Rencana konten 14 hari,"Studi kasus terapan: Rencana konten 14 hari. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000483,PLT000242,Laporan evaluasi kampanye digital,Project file-upload: Laporan evaluasi kampanye digital. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",22,true,2024-01-23 08:00:00
ASN000484,PLT000242,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",26,true,2024-01-27 08:00:00
ASN000485,PLT000243,Portofolio foto produk,Tugas proyek: Portofolio foto produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",13,true,2024-01-14 08:00:00
ASN000486,PLT000243,Katalog digital siap unggah,Project file-upload: Katalog digital siap unggah. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000487,PLT000243,Portofolio foto produk,Tugas proyek: Portofolio foto produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",27,true,2024-01-28 08:00:00
ASN000488,PLT000244,Checklist legalitas usaha,"Studi kasus terapan: Checklist legalitas usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
